company,ticker,cik,latest_exit_date,deal_type,hq_location,founding_date,source,confidence,status,matched_name,form,filing_url,notes
Fiinu (LON: BANK),BANK,,08-Jul-2022,Reverse Merger,"""Weybridge, United Kingdom""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Fill Up Media (PAR: ALFUM),ALFUM,,29-Jun-2022,IPO,"""Lyon, France""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Finexity (MUN: FXT),FXT,,05-Sep-2025,IPO,"""Hamburg, Germany""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Firefly Aerospace (NAS: FLY),FLY,0001860160,07-Aug-2025,IPO,"""Cedar Park, TX""",,SEC,LOW,MATCH_NO_DATE,Firefly Aerospace Inc.,8-K,https://www.sec.gov/Archives/edgar/data/1860160/000119312526142298/d118914d8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-03
Flywire (NAS: FLYW),FLYW,0001580560,26-May-2021,IPO,"""Boston, MA""",,SEC,LOW,MATCH_NO_DATE,Flywire Corp,8-K,https://www.sec.gov/Archives/edgar/data/1580560/000119312526125260/d136232d8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-26
Fold (NAS: FLD),FLD,0001889123,14-Feb-2025,Reverse Merger,"""Phoenix, AZ""",,SEC,LOW,MATCH_NO_DATE,"Fold Holdings, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1889123/000119312526119092/fld-20260323.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-23
Footshop (PRA: WSO),WSO,0000105016,23-Jun-2023,Reverse Merger,"""Prague, Czech Republic""",1956,SEC filing,MEDIUM,SEC_MATCH,WATSCO INC,10-K,https://www.sec.gov/Archives/edgar/data/105016/000119312526082486/wso-20251231.htm,Extracted from filing text: incorporated in Florida in 1956
Forge Global Holdings (NYS: FRGE),FRGE,,22-Mar-2022,Reverse Merger,"""San Francisco, CA""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
FORME Life (NAS: TRNR),TRNR,0001785056,01-May-2023,IPO,"""Austin, TX""",,SEC,LOW,MATCH_NO_DATE,"Interactive Strength, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1785056/000119312526142081/trnr-20260331.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-03
Forward Water Technologies (TSX: FWTC),FWTC,,25-Oct-2021,Reverse Merger,"""Sarnia, Canada""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
