company,ticker,cik,latest_exit_date,deal_type,hq_location,founding_date,source,confidence,status,matched_name,form,filing_url,notes
1606 (PINX: CBDW),CBDW,0001877461,12-Jan-2023,IPO,"""Phoenix, AZ""",,SEC,LOW,MATCH_NO_DATE,1606 CORP.,8-K,https://www.sec.gov/Archives/edgar/data/1877461/000147793226001757/cbdw_8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-31
60 Degrees Pharma (NAS: SXTP),SXTP,0001946563,13-Jul-2023,IPO,"""Washington, DC""",2022-06-01,SEC filing,HIGH,SEC_MATCH,"60 DEGREES PHARMACEUTICALS, INC.",10-K,https://www.sec.gov/Archives/edgar/data/1946563/000155485526000467/sxtp-20251231.htm,"Extracted from filing text: incorporated on June 1, 2022"
Aardvark Therapeutics (NAS: AARD),AARD,0001774857,13-Feb-2025,IPO,"""San Diego, CA""",,SEC,LOW,MATCH_NO_DATE,"Aardvark Therapeutics, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1774857/000119312526120164/ck0001774857-20260323.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-24
Absci (NAS: ABSI),ABSI,0001672688,22-Jul-2021,IPO,"""Vancouver, WA""",,SEC,LOW,MATCH_NO_DATE,Absci Corp,10-K,https://www.sec.gov/Archives/edgar/data/1672688/000167268826000068/absi-20251231.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-03-24
Acast (STO: ACAST),ACAST,,17-Jun-2021,IPO,"""Stockholm, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Aclarion (NAS: ACON),ACON,0001635077,25-Apr-2022,IPO,"""Broomfield, CO""",,SEC,LOW,MATCH_NO_DATE,"Aclarion, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1635077/000168316826002024/aclarion_8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-19
Acrivon Therapeutics (NAS: ACRV),ACRV,0001781174,15-Nov-2022,IPO,"""Watertown, MA""",,SEC,LOW,MATCH_NO_DATE,"Acrivon Therapeutics, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1781174/000119312526115139/acrv-20260319.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-19
Actuate Therapeutics (NAS: ACTU),ACTU,0001652935,12-Aug-2024,IPO,"""Fort Worth, TX""",2015-01-16,SEC filing,HIGH,SEC_MATCH,"ACTUATE THERAPEUTICS, INC.",10-K,https://www.sec.gov/Archives/edgar/data/1652935/000168316826002257/actuate_i10k-123125.htm,"Extracted from filing text: incorporated in the State of Delaware on January 16, 2015"
Acurx Pharmaceuticals (NAS: ACXP),ACXP,0001736243,25-Jun-2021,IPO,"""Staten Island, NY""",,SEC,LOW,MATCH_NO_DATE,"Acurx Pharmaceuticals, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1736243/000110465926027052/acxp-20251231x10k.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-03-12
ACV Auctions (NYS: ACVA),ACVA,0001637873,24-Mar-2021,IPO,"""Buffalo, NY""",2014-12,SEC filing,MEDIUM_HIGH,SEC_MATCH,ACV Auctions Inc.,10-K,https://www.sec.gov/Archives/edgar/data/1637873/000163787326000011/acva-20251231.htm,Extracted from filing text: incorporated in Delaware in December 2014
Adagio Medical (NAS: ADGM),ADGM,0002006986,31-Jul-2024,Reverse Merger,"""Laguna Hills, CA""",,SEC,LOW,MATCH_NO_DATE,"Adagio Medical Holdings, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/2006986/000110465926040673/tm2611362d1_8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-08
Adamas One (PINX: JEWL),JEWL,,02-Dec-2022,IPO,"""Scottsdale, AZ""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Adlai Nortye (NAS: ANL),ANL,0001944552,29-Sep-2023,IPO,"""North Brunswick Township, NJ""",,SEC,LOW,MATCH_NO_DATE,Adlai Nortye Ltd.,20-F,https://www.sec.gov/Archives/edgar/data/1944552/000121390026042520/ea0282593-20f_adlai.htm,Matched by ticker; no founding/incorporation text extracted from 20-F filed 2026-04-10
Adonis Minerals (CNQ: ADON),ADON,,12-Mar-2025,IPO,"""Vancouver, Canada""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Advent Technologies Holdings (PINX: ADNH),ADNH,0001744494,04-Feb-2021,Reverse Merger,"""Livermore, CA""",,SEC,LOW,MATCH_NO_DATE,"ADVENT TECHNOLOGIES HOLDINGS, INC.",8-K,https://www.sec.gov/Archives/edgar/data/1744494/000182912626000309/adventtech_8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-01-15
Aelis Farma (PAR: AELIS),AELIS,,18-Feb-2022,IPO,"""Bordeaux, France""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
