company,ticker,cik,latest_exit_date,deal_type,hq_location,founding_date,source,confidence,status,matched_name,form,filing_url,notes
DocGo (NAS: DCGO),DCGO,0001822359,05-Nov-2021,Reverse Merger,"""New York, NY""",,SEC,LOW,MATCH_NO_DATE,DocGo Inc.,10-K,https://www.sec.gov/Archives/edgar/data/1822359/000162828026018214/dcgo-20251231.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-03-16
DonkeyRepublic Admin (CSE: DONKEY),DONKEY,,25-May-2021,IPO,"""Copenhagen, Denmark""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Dot Ai (NAS: DAIC),DAIC,0002033770,20-Jun-2025,Reverse Merger,"""Las Vegas, NV""",,SEC,LOW,MATCH_NO_DATE,"CID Holdco, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/2033770/000121390026034130/ea0283035-8k_cidhold.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-25
Dotstay (MIL: DOT),DOT,,29-Dec-2022,IPO,"""Milan, Italy""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Doximity (NYS: DOCS),DOCS,0001516513,24-Jun-2021,IPO,"""San Francisco, CA""",,SEC,LOW,MATCH_NO_DATE,"Doximity, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1516513/000151651326000004/docs-20260203.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-02-05
Duolingo (NAS: DUOL),DUOL,0001562088,28-Jul-2021,IPO,"""Pittsburgh, PA""",,SEC,LOW,MATCH_NO_DATE,"Duolingo, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-02-27
E.C.D. Automotive Design (PINX: ECDA),ECDA,,12-Dec-2023,Reverse Merger,"""Kissimmee, FL""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
EBET (PINX: EBET),EBET,,15-Apr-2021,IPO,"""Las Vegas, NV""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
EBR Systems (ASX: EBR),EBRCZ,0001347123,01-Oct-2021,IPO,"""Sunnyvale, CA""",,SEC,LOW,MATCH_NO_DATE,"EBR Systems, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1347123/000121465926004488/z482608k.htm,Matched by name; no founding/incorporation text extracted from 8-K filed 2026-04-09
Edgewise Therapeutics (NAS: EWTX),EWTX,0001710072,26-Mar-2021,IPO,"""Boulder, CO""",,SEC,LOW,MATCH_NO_DATE,"Edgewise Therapeutics, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1710072/000110465926020112/ewtx-20251231x10k.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-02-26
