company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
Formedix,10-Oct-2023,Merger/Acquisition,"""Glasgow, United Kingdom""",formedix,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Forsake,07-Jun-2021,Merger/Acquisition,"""Glendale, WI""",forsake,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q1633977|Q60587224|Q16568625|Q113830017|Q1953627.json
Fortis Frontier,10-Nov-2025,Merger/Acquisition,"""Cardiff, United Kingdom""",fortis frontier,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fortress Identity,22-Dec-2021,Merger/Acquisition,"""Miami, FL""",fortress identity,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Forward Water Technologies (TSX: FWTC),25-Oct-2021,Reverse Merger,"""Sarnia, Canada""",forward water technologies,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FourCubed,01-Dec-2021,Merger/Acquisition,"""Minneapolis, MN""",fourcubed,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FourQ,26-Jan-2022,Merger/Acquisition,"""Westport, CT""",fourq,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q1093067|Q244645|Q1345008|Q192740|Q65104186.json
Foxberry,16-Apr-2024,Merger/Acquisition,"""London, United Kingdom""",foxberry,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q93235|Q122556230|Q122590051|Q111888805.json
Foxtrot Systems,21-Apr-2022,Merger/Acquisition,"""San Francisco, CA""",foxtrot systems,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fracta,17-Dec-2021,Merger/Acquisition,"""Palo Alto, CA""",fracta,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q5477465|Q81392|Q64432726|Q5477502|Q14907780.json
Fractyl Health (NAS: GUTS),02-Feb-2024,IPO,"""Burlington, MA""",fractyl health,,Wikidata,NONE,70,NO_MATCH,Q135427433,Fractyl Health,hq=united states; desc=American metabolic disease treatment company
Fragbite Group (STO: FRAG),12-Jul-2021,IPO,"""Stockholm, Sweden""",fragbite,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Frame Spatial,05-May-2022,Merger/Acquisition,"""Vancouver, Canada""",frame spatial,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Frame Studios,15-Oct-2024,Merger/Acquisition,"""New York, NY""",frame studios,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Frame Technology.,06-Jan-2025,Merger/Acquisition,"""New York, NY""",frame technology,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Frame Therapeutics,08-Jun-2022,Merger/Acquisition,"""Amsterdam, Netherlands""",frame therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Frame.io,07-Oct-2021,Merger/Acquisition,"""New York, NY""",frameio,,Wikidata,NONE,70,NO_MATCH,Q137161911,Frame.io,hq=united states; desc=mobile app
Frank (Franklin),21-Sep-2021,Merger/Acquisition,"""Franklin, OH""",frank (franklin),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Franka Robotics,03-Nov-2023,Merger/Acquisition,"""Munich, Germany""",franka robotics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Frankly Media,02-Jan-2024,Merger/Acquisition,"""New York, NY""",frankly media,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fredahl Ryd�ns,01-Mar-2023,Merger/Acquisition,"""Nybro, Sweden""",fredahl ryd�ns,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Freedom Photonics,13-Apr-2022,Merger/Acquisition,"""Santa Barbara, CA""",freedom photonics,2005,Wikidata,LOW,45,REVIEW,Q30285669,Freedom Photonics (United States),"hq=united states; desc=company in Santa Barbara, United States"
Freemelt (STO: FREEM),07-Jul-2021,IPO,"""Gothenburg, Sweden""",freemelt,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FreeNow,31-Jul-2025,Merger/Acquisition,"""London, United Kingdom""",freenow,2009-00-00,Wikidata,MEDIUM,70,REVIEW,Q48781517,Freenow,hq=united kingdom; aliases=mytaxi|MyTaxi|FREE NOW; desc=Mobility provider with ride-hailing service & business travel platform
Freetrade,15-Jan-2025,Merger/Acquisition,"""London, United Kingdom""",freetrade,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q65065185|Q99485452|Q124454846|Q134650509.json
Fresh Burritos,25-Jun-2024,Merger/Acquisition,"""Lille, France""",fresh burritos,,Wikidata,NONE,70,NO_MATCH,Q60963913,Fresh Burritos,hq=france
Fresh Relevance,11-Sep-2023,Merger/Acquisition,"""London, United Kingdom""",fresh relevance,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
