company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
Bison Trails,18-Jan-2021,Merger/Acquisition,"""New York, NY""",bison trails,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q58833456|Q59263223|Q59263222.json
Bit Discovery,01-Jun-2022,Merger/Acquisition,"""Santa Clara, CA""",bit discovery,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
BitGo (NYS: BTGO),22-Jan-2026,IPO,"""Palo Alto, CA""",bitgo,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q37178586|Q22077752|Q137779124|Q12599549|Q43117725.json
Bitstamp,02-Jun-2025,Merger/Acquisition,"""London, United Kingdom""",bitstamp,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q16971589|Q137779179|Q42073353.json
BiVictrix Therapeutics,11-Aug-2021,IPO,"""Alderley Edge, United Kingdom""",bivictrix therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Bizdirect,01-Jun-2021,Merger/Acquisition,"""Lisbon, Portugal""",bizdirect,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
BizSecure,12-Feb-2022,Merger/Acquisition,"""San Diego, CA""",bizsecure,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Blackbird (Business/Productivity Software),08-Jun-2021,Merger/Acquisition,"""Oakland, CA""",blackbird (business/productivity software),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
BlackBox Biometrics,17-May-2021,Merger/Acquisition,"""Rochester, NY""",blackbox biometrics,2011,Wikidata,LOW,45,REVIEW,Q61934653,BlackBox Biometrics (United States),"hq=united states; aliases=B3; desc=company in Rochester, United States"
BlackHorse Solutions,06-Jul-2021,Merger/Acquisition,"""Herndon, VA""",blackhorse solutions,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Blackrock Neurotech,29-Apr-2024,Buyout/LBO,"""Salt Lake City, UT""",blackrock neurotech,,Wikidata,NONE,70,NO_MATCH,Q136757019,Blackrock Neurotech,hq=united states
BlackSignal,16-Aug-2024,Merger/Acquisition,"""Chantilly, VA""",blacksignal,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
BlackSky Technology (NYS: BKSY),08-Sep-2021,Reverse Merger,"""Herndon, VA""",blacksky technology,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
